Date,Close
2021-01-04,217.690002
2021-01-05,217.899994
2021-01-06,212.25
2021-01-07,218.289993
2021-01-08,219.619995
2021-01-11,217.490005
2021-01-12,214.929993
2021-01-13,216.339996
2021-01-14,213.020004
2021-01-15,212.649994
2021-01-19,216.440002
2021-01-20,224.339996
2021-01-21,224.970001
2021-01-22,225.949997
2021-01-25,229.529999
2021-01-26,232.330002
2021-01-27,232.899994
2021-01-28,238.929993
2021-01-29,231.960007
2021-02-01,239.649994
2021-02-02,239.509995
2021-02-03,243.0
2021-02-04,242.009995
2021-02-05,242.199997
2021-02-08,242.470001
2021-02-09,243.770004
2021-02-10,242.820007
2021-02-11,244.490005
2021-02-12,244.990005
2021-02-16,243.699997
2021-02-17,244.199997
2021-02-18,243.789993
2021-02-19,240.970001
2021-02-22,234.509995
2021-02-23,233.270004
2021-02-24,234.550003
2021-02-25,228.990005
2021-02-26,232.380005
2021-03-01,236.940002
2021-03-02,233.869995
2021-03-03,227.559998
2021-03-04,226.729996
2021-03-05,231.600006
2021-03-08,227.389999
2021-03-09,233.779999
2021-03-10,232.419998
2021-03-11,237.130005
2021-03-12,235.75
2021-03-15,234.809998
2021-03-16,237.710007
2021-03-17,237.039993
2021-03-18,230.720001
2021-03-19,230.350006
2021-03-22,235.990005
2021-03-23,237.580002
2021-03-24,235.460007
2021-03-25,232.339996
2021-03-26,236.479996
2021-03-29,235.240005
2021-03-30,231.850006
2021-03-31,235.770004
2021-04-01,242.350006
2021-04-05,249.070007
2021-04-06,247.860001
2021-04-07,249.899994
2021-04-08,253.25
2021-04-09,255.850006
2021-04-12,255.910004
2021-04-13,258.48999
2021-04-14,255.589996
2021-04-15,259.5
2021-04-16,260.73999
2021-04-19,258.73999
2021-04-20,258.26001
2021-04-21,260.579987
2021-04-22,257.170013
2021-04-23,261.149994
2021-04-26,261.549988
2021-04-27,261.970001
2021-04-28,254.559998
2021-04-29,252.509995
2021-04-30,252.179993
2021-05-03,251.860001
2021-05-04,247.789993
2021-05-05,246.470001
2021-05-06,249.729996
2021-05-07,252.460007
2021-05-10,247.179993
2021-05-11,246.229996
2021-05-12,239.0
2021-05-13,243.029999
